instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_bin,temp_bin,hum_bin,windspeed_bin,cnt_bin
9901,2012-02-22,Spring,1,Feb,13,0,Wed,1,Clear,17.22,21.21,54.0,19.999499999999998,15,175,190,Siang,Sedang,Sedang,Kencang,Tinggi
9902,2012-02-22,Spring,1,Feb,14,0,Wed,1,Clear,18.04,21.97,54.0,22.0028,35,142,177,Siang,Sedang,Sedang,Kencang,Tinggi
9903,2012-02-22,Spring,1,Feb,15,0,Wed,1,Clear,20.5,24.240000000000002,31.0,27.999299999999998,34,161,195,Siang,Hangat,Rendah,Kencang,Tinggi
9904,2012-02-22,Spring,1,Feb,16,0,Wed,1,Clear,21.32,25.0,28.999999999999996,31.0009,30,268,298,Siang,Hangat,Rendah,Kencang,Tinggi
9905,2012-02-22,Spring,1,Feb,17,0,Wed,1,Clear,21.32,25.0,32.0,26.0027,43,486,529,Siang,Hangat,Rendah,Kencang,Tinggi
9906,2012-02-22,Spring,1,Feb,18,0,Wed,1,Mist,19.68,23.485,41.0,22.0028,42,483,525,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9907,2012-02-22,Spring,1,Feb,19,0,Wed,1,Mist,18.86,22.725,44.0,19.0012,22,305,327,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9908,2012-02-22,Spring,1,Feb,20,0,Wed,1,Mist,18.04,21.97,47.0,12.998000000000001,25,249,274,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
9909,2012-02-22,Spring,1,Feb,21,0,Wed,1,Mist,19.68,23.485,33.0,19.0012,19,220,239,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9910,2012-02-22,Spring,1,Feb,22,0,Wed,1,Mist,18.04,21.97,47.0,16.997899999999998,18,129,147,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9911,2012-02-22,Spring,1,Feb,23,0,Wed,1,Mist,18.86,22.725,41.0,19.0012,5,57,62,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9912,2012-02-23,Spring,1,Feb,0,0,Thu,1,Mist,18.04,21.97,47.0,16.997899999999998,12,30,42,Malam,Sedang,Rendah,Kencang,Tinggi
9913,2012-02-23,Spring,1,Feb,1,0,Thu,1,Mist,18.04,21.97,57.99999999999999,19.0012,3,12,15,Malam,Sedang,Sedang,Kencang,Sedang
9914,2012-02-23,Spring,1,Feb,2,0,Thu,1,Mist,18.04,21.97,62.0,15.001299999999999,5,4,9,Malam,Sedang,Sedang,Kencang,Rendah
9915,2012-02-23,Spring,1,Feb,3,0,Thu,1,Light Rain/Snow,18.04,21.97,67.0,12.998000000000001,2,4,6,Malam,Sedang,Sedang,Sedang,Rendah
9916,2012-02-23,Spring,1,Feb,4,0,Thu,1,Clear,16.400000000000002,20.455000000000002,76.0,15.001299999999999,0,1,1,Malam,Sedang,Tinggi,Kencang,Rendah
9917,2012-02-23,Spring,1,Feb,5,0,Thu,1,Clear,16.400000000000002,20.455000000000002,76.0,15.001299999999999,2,30,32,Malam,Sedang,Tinggi,Kencang,Tinggi
9918,2012-02-23,Spring,1,Feb,6,0,Thu,1,Clear,14.76,17.424999999999997,87.0,12.998000000000001,3,88,91,Pagi,Sedang,Tinggi,Sedang,Tinggi
9919,2012-02-23,Spring,1,Feb,7,0,Thu,1,Clear,14.76,17.424999999999997,81.0,15.001299999999999,9,317,326,Pagi,Sedang,Tinggi,Kencang,Tinggi
9920,2012-02-23,Spring,1,Feb,8,0,Thu,1,Clear,13.940000000000001,16.665,87.0,12.998000000000001,11,549,560,Pagi,Sedang,Tinggi,Sedang,Tinggi
9921,2012-02-23,Spring,1,Feb,9,0,Thu,1,Clear,14.76,16.665,81.0,16.997899999999998,14,228,242,Pagi,Sedang,Tinggi,Kencang,Tinggi
9922,2012-02-23,Spring,1,Feb,10,0,Thu,1,Clear,17.22,21.21,67.0,12.998000000000001,41,107,148,Pagi,Sedang,Sedang,Sedang,Tinggi
9923,2012-02-23,Spring,1,Feb,11,0,Thu,1,Clear,19.68,23.485,48.0,19.0012,54,128,182,Pagi,Sedang,Rendah,Kencang,Tinggi
9924,2012-02-23,Spring,1,Feb,12,0,Thu,1,Clear,20.5,24.240000000000002,42.0,16.997899999999998,25,199,224,Siang,Hangat,Rendah,Kencang,Tinggi
9925,2012-02-23,Spring,1,Feb,13,0,Thu,1,Clear,21.32,25.0,39.0,12.998000000000001,30,188,218,Siang,Hangat,Rendah,Sedang,Tinggi
9926,2012-02-23,Spring,1,Feb,14,0,Thu,1,Clear,22.14,25.759999999999998,37.0,16.997899999999998,36,156,192,Siang,Hangat,Rendah,Kencang,Tinggi
9927,2012-02-23,Spring,1,Feb,15,0,Thu,1,Clear,22.14,25.759999999999998,33.0,8.9981,46,171,217,Siang,Hangat,Rendah,Sedang,Tinggi
9928,2012-02-23,Spring,1,Feb,16,0,Thu,1,Clear,22.96,26.515,32.0,0.0,45,298,343,Siang,Hangat,Rendah,Tenang,Tinggi
9929,2012-02-23,Spring,1,Feb,17,0,Thu,1,Clear,22.14,25.759999999999998,32.0,11.0014,49,561,610,Siang,Hangat,Rendah,Sedang,Tinggi
9930,2012-02-23,Spring,1,Feb,18,0,Thu,1,Clear,22.14,25.759999999999998,37.0,8.9981,36,486,522,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
9931,2012-02-23,Spring,1,Feb,19,0,Thu,1,Clear,20.5,24.240000000000002,39.0,6.0032,20,349,369,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
9932,2012-02-23,Spring,1,Feb,20,0,Thu,1,Clear,18.86,22.725,44.0,8.9981,23,246,269,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
9933,2012-02-23,Spring,1,Feb,21,0,Thu,1,Clear,18.04,21.97,51.0,15.001299999999999,17,205,222,Sore/Malam,Sedang,Sedang,Kencang,Tinggi
9934,2012-02-23,Spring,1,Feb,22,0,Thu,1,Clear,18.04,21.97,54.0,16.997899999999998,19,118,137,Sore/Malam,Sedang,Sedang,Kencang,Tinggi
9935,2012-02-23,Spring,1,Feb,23,0,Thu,1,Clear,18.04,21.97,54.0,0.0,14,71,85,Sore/Malam,Sedang,Sedang,Tenang,Tinggi
9936,2012-02-24,Spring,1,Feb,0,0,Fri,1,Mist,18.04,21.97,57.99999999999999,6.0032,12,34,46,Malam,Sedang,Sedang,Sedang,Tinggi
9937,2012-02-24,Spring,1,Feb,1,0,Fri,1,Clear,18.04,21.97,62.0,12.998000000000001,3,15,18,Malam,Sedang,Sedang,Sedang,Sedang
9938,2012-02-24,Spring,1,Feb,2,0,Fri,1,Light Rain/Snow,17.22,21.21,77.0,19.0012,1,4,5,Malam,Sedang,Tinggi,Kencang,Rendah
9939,2012-02-24,Spring,1,Feb,3,0,Fri,1,Clear,17.22,21.21,82.0,8.9981,0,5,5,Malam,Sedang,Tinggi,Sedang,Rendah
9940,2012-02-24,Spring,1,Feb,4,0,Fri,1,Clear,16.400000000000002,20.455000000000002,87.0,8.9981,0,2,2,Malam,Sedang,Tinggi,Sedang,Rendah
9941,2012-02-24,Spring,1,Feb,5,0,Fri,1,Mist,16.400000000000002,20.455000000000002,87.0,12.998000000000001,1,25,26,Malam,Sedang,Tinggi,Sedang,Sedang
9942,2012-02-24,Spring,1,Feb,6,0,Fri,1,Mist,16.400000000000002,20.455000000000002,87.0,11.0014,2,80,82,Pagi,Sedang,Tinggi,Sedang,Tinggi
9943,2012-02-24,Spring,1,Feb,7,0,Fri,1,Mist,16.400000000000002,20.455000000000002,76.0,15.001299999999999,7,265,272,Pagi,Sedang,Tinggi,Kencang,Tinggi
9944,2012-02-24,Spring,1,Feb,8,0,Fri,1,Mist,15.58,19.695,76.0,22.0028,17,452,469,Pagi,Sedang,Tinggi,Kencang,Tinggi
9945,2012-02-24,Spring,1,Feb,9,0,Fri,1,Light Rain/Snow,14.76,16.665,81.0,16.997899999999998,15,229,244,Pagi,Sedang,Tinggi,Kencang,Tinggi
9946,2012-02-24,Spring,1,Feb,10,0,Fri,1,Light Rain/Snow,14.76,17.424999999999997,81.0,11.0014,22,119,141,Pagi,Sedang,Tinggi,Sedang,Tinggi
9947,2012-02-24,Spring,1,Feb,11,0,Fri,1,Mist,14.76,18.18,81.0,7.0015,27,136,163,Pagi,Sedang,Tinggi,Sedang,Tinggi
9948,2012-02-24,Spring,1,Feb,12,0,Fri,1,Mist,16.400000000000002,20.455000000000002,76.0,8.9981,27,201,228,Siang,Sedang,Tinggi,Sedang,Tinggi
9949,2012-02-24,Spring,1,Feb,13,0,Fri,1,Mist,17.22,21.21,71.0,7.0015,30,153,183,Siang,Sedang,Sedang,Sedang,Tinggi
9950,2012-02-24,Spring,1,Feb,14,0,Fri,1,Mist,18.86,22.725,67.0,7.0015,5,26,31,Siang,Sedang,Sedang,Sedang,Tinggi
9951,2012-02-24,Spring,1,Feb,15,0,Fri,1,Light Rain/Snow,16.400000000000002,20.455000000000002,87.0,12.998000000000001,11,83,94,Siang,Sedang,Tinggi,Sedang,Tinggi
9952,2012-02-24,Spring,1,Feb,16,0,Fri,1,Light Rain/Snow,16.400000000000002,20.455000000000002,87.0,12.998000000000001,12,166,178,Siang,Sedang,Tinggi,Sedang,Tinggi
9953,2012-02-24,Spring,1,Feb,17,0,Fri,1,Light Rain/Snow,17.22,21.21,94.0,7.0015,14,242,256,Siang,Sedang,Tinggi,Sedang,Tinggi
9954,2012-02-24,Spring,1,Feb,18,0,Fri,1,Mist,17.22,21.21,94.0,0.0,11,289,300,Sore/Malam,Sedang,Tinggi,Tenang,Tinggi
9955,2012-02-24,Spring,1,Feb,19,0,Fri,1,Mist,18.04,21.97,88.0,7.0015,6,227,233,Sore/Malam,Sedang,Tinggi,Sedang,Tinggi
9956,2012-02-24,Spring,1,Feb,20,0,Fri,1,Clear,18.04,21.97,62.0,27.999299999999998,8,159,167,Sore/Malam,Sedang,Sedang,Kencang,Tinggi
9957,2012-02-24,Spring,1,Feb,21,0,Fri,1,Clear,17.22,21.21,35.0,54.002,1,151,152,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9958,2012-02-24,Spring,1,Feb,22,0,Fri,1,Clear,16.400000000000002,20.455000000000002,37.0,39.000699999999995,4,102,106,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9959,2012-02-24,Spring,1,Feb,23,0,Fri,1,Clear,15.58,19.695,37.0,46.0022,10,76,86,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9960,2012-02-25,Spring,1,Feb,0,0,Sat,0,Clear,14.76,16.665,43.0,26.0027,5,56,61,Malam,Sedang,Rendah,Kencang,Tinggi
9961,2012-02-25,Spring,1,Feb,1,0,Sat,0,Clear,13.940000000000001,15.15,42.0,23.9994,4,42,46,Malam,Sedang,Rendah,Kencang,Tinggi
9962,2012-02-25,Spring,1,Feb,2,0,Sat,0,Clear,13.120000000000001,15.15,45.0,16.997899999999998,1,37,38,Malam,Sedang,Rendah,Kencang,Tinggi
9963,2012-02-25,Spring,1,Feb,3,0,Sat,0,Clear,12.299999999999999,13.635,45.0,19.999499999999998,0,7,7,Malam,Sedang,Rendah,Kencang,Rendah
9964,2012-02-25,Spring,1,Feb,4,0,Sat,0,Clear,12.299999999999999,13.635,42.0,22.0028,0,2,2,Malam,Sedang,Rendah,Kencang,Rendah
9965,2012-02-25,Spring,1,Feb,5,0,Sat,0,Mist,12.299999999999999,13.635,42.0,19.999499999999998,0,3,3,Malam,Sedang,Rendah,Kencang,Rendah
9966,2012-02-25,Spring,1,Feb,6,0,Sat,0,Mist,12.299999999999999,13.635,42.0,19.999499999999998,1,12,13,Pagi,Sedang,Rendah,Kencang,Sedang
9967,2012-02-25,Spring,1,Feb,7,0,Sat,0,Clear,11.48,12.120000000000001,45.0,30.002599999999997,3,20,23,Pagi,Sedang,Rendah,Kencang,Sedang
9968,2012-02-25,Spring,1,Feb,8,0,Sat,0,Clear,10.66,11.365,48.0,19.999499999999998,3,90,93,Pagi,Sedang,Rendah,Kencang,Tinggi
9969,2012-02-25,Spring,1,Feb,9,0,Sat,0,Light Rain/Snow,9.02,9.85,75.0,22.0028,15,107,122,Pagi,Dingin,Sedang,Kencang,Tinggi
9970,2012-02-25,Spring,1,Feb,10,0,Sat,0,Clear,10.66,11.365,60.0,23.9994,24,159,183,Pagi,Sedang,Sedang,Kencang,Tinggi
9971,2012-02-25,Spring,1,Feb,11,0,Sat,0,Clear,12.299999999999999,12.879999999999999,39.0,40.9973,23,187,210,Pagi,Sedang,Rendah,Kencang,Tinggi
9972,2012-02-25,Spring,1,Feb,12,0,Sat,0,Clear,13.120000000000001,13.635,28.999999999999996,43.9989,41,217,258,Siang,Sedang,Rendah,Kencang,Tinggi
9973,2012-02-25,Spring,1,Feb,13,0,Sat,0,Clear,13.120000000000001,14.395,31.0,32.9975,48,178,226,Siang,Sedang,Rendah,Kencang,Tinggi
9974,2012-02-25,Spring,1,Feb,14,0,Sat,0,Clear,13.120000000000001,13.635,28.999999999999996,36.9974,35,181,216,Siang,Sedang,Rendah,Kencang,Tinggi
9975,2012-02-25,Spring,1,Feb,15,0,Sat,0,Clear,13.120000000000001,14.395,28.999999999999996,27.999299999999998,21,211,232,Siang,Sedang,Rendah,Kencang,Tinggi
9976,2012-02-25,Spring,1,Feb,16,0,Sat,0,Clear,13.120000000000001,13.635,26.0,39.000699999999995,32,163,195,Siang,Sedang,Rendah,Kencang,Tinggi
9977,2012-02-25,Spring,1,Feb,17,0,Sat,0,Clear,12.299999999999999,13.635,33.0,23.9994,16,143,159,Siang,Sedang,Rendah,Kencang,Tinggi
9978,2012-02-25,Spring,1,Feb,18,0,Sat,0,Clear,12.299999999999999,12.879999999999999,28.000000000000004,39.000699999999995,7,126,133,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9979,2012-02-25,Spring,1,Feb,19,0,Sat,0,Clear,10.66,10.605,33.0,30.002599999999997,12,137,149,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9980,2012-02-25,Spring,1,Feb,20,0,Sat,0,Clear,10.66,10.605,30.0,36.9974,10,95,105,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
9981,2012-02-25,Spring,1,Feb,21,0,Sat,0,Clear,9.84,10.605,35.0,22.0028,5,80,85,Sore/Malam,Dingin,Rendah,Kencang,Tinggi
9982,2012-02-25,Spring,1,Feb,22,0,Sat,0,Clear,9.84,9.85,38.0,31.0009,4,78,82,Sore/Malam,Dingin,Rendah,Kencang,Tinggi
9983,2012-02-25,Spring,1,Feb,23,0,Sat,0,Clear,9.84,9.85,41.0,27.999299999999998,7,84,91,Sore/Malam,Dingin,Rendah,Kencang,Tinggi
9984,2012-02-26,Spring,1,Feb,0,0,Sun,0,Clear,9.84,10.605,41.0,23.9994,7,63,70,Malam,Dingin,Rendah,Kencang,Tinggi
9985,2012-02-26,Spring,1,Feb,1,0,Sun,0,Clear,9.84,10.605,44.0,22.0028,5,50,55,Malam,Dingin,Rendah,Kencang,Tinggi
9986,2012-02-26,Spring,1,Feb,2,0,Sun,0,Clear,9.84,10.605,44.0,22.0028,5,37,42,Malam,Dingin,Rendah,Kencang,Tinggi
9987,2012-02-26,Spring,1,Feb,3,0,Sun,0,Clear,9.84,11.365,41.0,12.998000000000001,0,21,21,Malam,Dingin,Rendah,Sedang,Sedang
9988,2012-02-26,Spring,1,Feb,4,0,Sun,0,Clear,9.84,11.365,41.0,12.998000000000001,1,5,6,Malam,Dingin,Rendah,Sedang,Rendah
9989,2012-02-26,Spring,1,Feb,5,0,Sun,0,Clear,9.02,10.605,44.0,15.001299999999999,0,5,5,Malam,Dingin,Rendah,Kencang,Rendah
9990,2012-02-26,Spring,1,Feb,6,0,Sun,0,Clear,9.02,9.85,44.0,22.0028,0,2,2,Pagi,Dingin,Rendah,Kencang,Rendah
9991,2012-02-26,Spring,1,Feb,7,0,Sun,0,Clear,8.200000000000001,9.09,51.0,19.999499999999998,2,20,22,Pagi,Dingin,Sedang,Kencang,Sedang
9992,2012-02-26,Spring,1,Feb,8,0,Sun,0,Clear,8.200000000000001,9.85,51.0,16.997899999999998,2,57,59,Pagi,Dingin,Sedang,Kencang,Tinggi
9993,2012-02-26,Spring,1,Feb,9,0,Sun,0,Clear,9.02,10.605,47.0,15.001299999999999,11,76,87,Pagi,Dingin,Rendah,Kencang,Tinggi
9994,2012-02-26,Spring,1,Feb,10,0,Sun,0,Clear,10.66,12.879999999999999,41.0,11.0014,27,161,188,Pagi,Sedang,Rendah,Sedang,Tinggi
9995,2012-02-26,Spring,1,Feb,11,0,Sun,0,Clear,11.48,12.879999999999999,41.0,19.0012,43,184,227,Pagi,Sedang,Rendah,Kencang,Tinggi
9996,2012-02-26,Spring,1,Feb,12,0,Sun,0,Clear,12.299999999999999,15.15,39.0,8.9981,49,256,305,Siang,Sedang,Rendah,Sedang,Tinggi
9997,2012-02-26,Spring,1,Feb,13,0,Sun,0,Clear,13.120000000000001,16.665,36.0,0.0,58,267,325,Siang,Sedang,Rendah,Tenang,Tinggi
9998,2012-02-26,Spring,1,Feb,14,0,Sun,0,Clear,13.940000000000001,17.424999999999997,31.0,0.0,68,263,331,Siang,Sedang,Rendah,Tenang,Tinggi
9999,2012-02-26,Spring,1,Feb,15,0,Sun,0,Clear,14.76,17.424999999999997,28.999999999999996,0.0,72,281,353,Siang,Sedang,Rendah,Tenang,Tinggi
10000,2012-02-26,Spring,1,Feb,16,0,Sun,0,Clear,14.76,16.665,32.0,16.997899999999998,64,275,339,Siang,Sedang,Rendah,Kencang,Tinggi
10001,2012-02-26,Spring,1,Feb,17,0,Sun,0,Clear,14.76,17.424999999999997,32.0,15.001299999999999,46,241,287,Siang,Sedang,Rendah,Kencang,Tinggi
10002,2012-02-26,Spring,1,Feb,18,0,Sun,0,Clear,13.940000000000001,15.909999999999998,36.0,19.0012,17,199,216,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
10003,2012-02-26,Spring,1,Feb,19,0,Sun,0,Clear,13.940000000000001,16.665,34.0,11.0014,13,130,143,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
10004,2012-02-26,Spring,1,Feb,20,0,Sun,0,Clear,13.120000000000001,15.909999999999998,42.0,11.0014,9,79,88,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
10005,2012-02-26,Spring,1,Feb,21,0,Sun,0,Clear,12.299999999999999,15.15,45.0,8.9981,8,75,83,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
10006,2012-02-26,Spring,1,Feb,22,0,Sun,0,Clear,12.299999999999999,14.395,42.0,15.001299999999999,3,68,71,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
10007,2012-02-26,Spring,1,Feb,23,0,Sun,0,Clear,10.66,12.879999999999999,56.00000000000001,11.0014,5,59,64,Sore/Malam,Sedang,Sedang,Sedang,Tinggi
10008,2012-02-27,Spring,1,Feb,0,0,Mon,1,Clear,10.66,12.120000000000001,60.0,16.997899999999998,2,27,29,Malam,Sedang,Sedang,Kencang,Sedang
10009,2012-02-27,Spring,1,Feb,1,0,Mon,1,Clear,10.66,12.879999999999999,65.0,15.001299999999999,0,6,6,Malam,Sedang,Sedang,Kencang,Rendah
10010,2012-02-27,Spring,1,Feb,2,0,Mon,1,Clear,10.66,11.365,70.0,19.999499999999998,0,4,4,Malam,Sedang,Sedang,Kencang,Rendah
10011,2012-02-27,Spring,1,Feb,3,0,Mon,1,Clear,9.84,12.120000000000001,75.0,11.0014,0,2,2,Malam,Dingin,Sedang,Sedang,Rendah
10012,2012-02-27,Spring,1,Feb,4,0,Mon,1,Clear,9.02,11.365,80.0,8.9981,0,1,1,Malam,Dingin,Tinggi,Sedang,Rendah
10013,2012-02-27,Spring,1,Feb,5,0,Mon,1,Clear,9.02,11.365,80.0,8.9981,0,16,16,Malam,Dingin,Tinggi,Sedang,Sedang
10014,2012-02-27,Spring,1,Feb,6,0,Mon,1,Clear,9.84,11.365,70.0,16.997899999999998,1,89,90,Pagi,Dingin,Sedang,Kencang,Tinggi
10015,2012-02-27,Spring,1,Feb,7,0,Mon,1,Clear,9.84,11.365,60.0,15.001299999999999,2,278,280,Pagi,Dingin,Sedang,Kencang,Tinggi
10016,2012-02-27,Spring,1,Feb,8,0,Mon,1,Clear,9.84,12.120000000000001,60.0,0.0,14,514,528,Pagi,Dingin,Sedang,Tenang,Tinggi
10017,2012-02-27,Spring,1,Feb,9,0,Mon,1,Clear,10.66,12.879999999999999,60.0,12.998000000000001,11,219,230,Pagi,Sedang,Sedang,Sedang,Tinggi
10018,2012-02-27,Spring,1,Feb,10,0,Mon,1,Clear,13.120000000000001,15.15,45.0,16.997899999999998,16,88,104,Pagi,Sedang,Rendah,Kencang,Tinggi
10019,2012-02-27,Spring,1,Feb,11,0,Mon,1,Clear,14.76,16.665,43.0,16.997899999999998,11,92,103,Pagi,Sedang,Rendah,Kencang,Tinggi
10020,2012-02-27,Spring,1,Feb,12,0,Mon,1,Clear,16.400000000000002,20.455000000000002,37.0,19.999499999999998,13,164,177,Siang,Sedang,Rendah,Kencang,Tinggi
10021,2012-02-27,Spring,1,Feb,13,0,Mon,1,Clear,16.400000000000002,20.455000000000002,43.0,19.0012,23,159,182,Siang,Sedang,Rendah,Kencang,Tinggi
10022,2012-02-27,Spring,1,Feb,14,0,Mon,1,Clear,18.86,22.725,36.0,19.0012,24,134,158,Siang,Sedang,Rendah,Kencang,Tinggi
10023,2012-02-27,Spring,1,Feb,15,0,Mon,1,Clear,21.32,25.0,25.0,27.999299999999998,24,150,174,Siang,Hangat,Rendah,Kencang,Tinggi
10024,2012-02-27,Spring,1,Feb,16,0,Mon,1,Clear,22.14,25.759999999999998,26.0,30.002599999999997,20,266,286,Siang,Hangat,Rendah,Kencang,Tinggi
10025,2012-02-27,Spring,1,Feb,17,0,Mon,1,Clear,22.14,25.759999999999998,24.0,30.002599999999997,26,503,529,Siang,Hangat,Rendah,Kencang,Tinggi
10026,2012-02-27,Spring,1,Feb,18,0,Mon,1,Clear,21.32,25.0,27.0,27.999299999999998,10,517,527,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
10027,2012-02-27,Spring,1,Feb,19,0,Mon,1,Clear,20.5,24.240000000000002,28.999999999999996,26.0027,16,318,334,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
10028,2012-02-27,Spring,1,Feb,20,0,Mon,1,Clear,19.68,23.485,33.0,23.9994,11,208,219,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
10029,2012-02-27,Spring,1,Feb,21,0,Mon,1,Clear,18.86,22.725,36.0,19.0012,14,181,195,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
10030,2012-02-27,Spring,1,Feb,22,0,Mon,1,Clear,18.04,21.97,44.0,16.997899999999998,9,83,92,Sore/Malam,Sedang,Rendah,Kencang,Tinggi
10031,2012-02-27,Spring,1,Feb,23,0,Mon,1,Clear,17.22,21.21,50.0,11.0014,6,50,56,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
10032,2012-02-28,Spring,1,Feb,0,0,Tue,1,Clear,17.22,21.21,54.0,8.9981,0,10,10,Malam,Sedang,Sedang,Sedang,Rendah
10033,2012-02-28,Spring,1,Feb,1,0,Tue,1,Clear,15.58,19.695,62.0,11.0014,0,6,6,Malam,Sedang,Sedang,Sedang,Rendah
10034,2012-02-28,Spring,1,Feb,2,0,Tue,1,Clear,16.400000000000002,20.455000000000002,54.0,7.0015,1,2,3,Malam,Sedang,Sedang,Sedang,Rendah
10035,2012-02-28,Spring,1,Feb,3,0,Tue,1,Clear,16.400000000000002,20.455000000000002,32.0,23.9994,0,6,6,Malam,Sedang,Rendah,Kencang,Rendah
10036,2012-02-28,Spring,1,Feb,4,0,Tue,1,Clear,13.120000000000001,14.395,42.0,23.9994,0,2,2,Malam,Sedang,Rendah,Kencang,Rendah
10037,2012-02-28,Spring,1,Feb,5,0,Tue,1,Clear,13.120000000000001,14.395,42.0,23.9994,1,20,21,Malam,Sedang,Rendah,Kencang,Sedang
10038,2012-02-28,Spring,1,Feb,6,0,Tue,1,Clear,12.299999999999999,13.635,45.0,22.0028,1,100,101,Pagi,Sedang,Rendah,Kencang,Tinggi
10039,2012-02-28,Spring,1,Feb,7,0,Tue,1,Clear,11.48,12.879999999999999,45.0,19.999499999999998,12,313,325,Pagi,Sedang,Rendah,Kencang,Tinggi
10040,2012-02-28,Spring,1,Feb,8,0,Tue,1,Clear,10.66,12.120000000000001,48.0,19.0012,16,543,559,Pagi,Sedang,Rendah,Kencang,Tinggi
10041,2012-02-28,Spring,1,Feb,9,0,Tue,1,Clear,11.48,12.879999999999999,45.0,23.9994,7,225,232,Pagi,Sedang,Rendah,Kencang,Tinggi
10042,2012-02-28,Spring,1,Feb,10,0,Tue,1,Clear,12.299999999999999,13.635,42.0,19.999499999999998,14,118,132,Pagi,Sedang,Rendah,Kencang,Tinggi
10043,2012-02-28,Spring,1,Feb,11,0,Tue,1,Clear,13.940000000000001,15.909999999999998,36.0,16.997899999999998,8,155,163,Pagi,Sedang,Rendah,Kencang,Tinggi
10044,2012-02-28,Spring,1,Feb,12,0,Tue,1,Clear,14.76,17.424999999999997,34.0,8.9981,19,164,183,Siang,Sedang,Rendah,Sedang,Tinggi
10045,2012-02-28,Spring,1,Feb,13,0,Tue,1,Clear,14.76,18.18,32.0,7.0015,16,174,190,Siang,Sedang,Rendah,Sedang,Tinggi
10046,2012-02-28,Spring,1,Feb,14,0,Tue,1,Clear,16.400000000000002,20.455000000000002,28.000000000000004,7.0015,13,121,134,Siang,Sedang,Rendah,Sedang,Tinggi
10047,2012-02-28,Spring,1,Feb,15,0,Tue,1,Clear,17.22,21.21,26.0,6.0032,17,149,166,Siang,Sedang,Rendah,Sedang,Tinggi
10048,2012-02-28,Spring,1,Feb,16,0,Tue,1,Clear,17.22,21.21,28.000000000000004,6.0032,17,270,287,Siang,Sedang,Rendah,Sedang,Tinggi
10049,2012-02-28,Spring,1,Feb,17,0,Tue,1,Clear,17.22,21.21,26.0,6.0032,33,497,530,Siang,Sedang,Rendah,Sedang,Tinggi
10050,2012-02-28,Spring,1,Feb,18,0,Tue,1,Clear,17.22,21.21,28.000000000000004,11.0014,17,432,449,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
10051,2012-02-28,Spring,1,Feb,19,0,Tue,1,Clear,17.22,21.21,26.0,0.0,15,291,306,Sore/Malam,Sedang,Rendah,Tenang,Tinggi
10052,2012-02-28,Spring,1,Feb,20,0,Tue,1,Clear,16.400000000000002,20.455000000000002,30.0,8.9981,2,202,204,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
10053,2012-02-28,Spring,1,Feb,21,0,Tue,1,Clear,13.940000000000001,17.424999999999997,46.0,7.0015,10,178,188,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
10054,2012-02-28,Spring,1,Feb,22,0,Tue,1,Clear,13.940000000000001,17.424999999999997,46.0,7.0015,6,95,101,Sore/Malam,Sedang,Rendah,Sedang,Tinggi
10055,2012-02-28,Spring,1,Feb,23,0,Tue,1,Clear,13.120000000000001,15.15,53.0,15.001299999999999,4,61,65,Sore/Malam,Sedang,Sedang,Kencang,Tinggi
10056,2012-02-29,Spring,1,Feb,0,0,Wed,1,Clear,13.120000000000001,16.665,53.0,7.0015,2,30,32,Malam,Sedang,Sedang,Sedang,Tinggi
10057,2012-02-29,Spring,1,Feb,1,0,Wed,1,Clear,13.120000000000001,16.665,49.0,7.0015,0,6,6,Malam,Sedang,Rendah,Sedang,Rendah
10058,2012-02-29,Spring,1,Feb,2,0,Wed,1,Clear,12.299999999999999,14.395,56.00000000000001,15.001299999999999,0,4,4,Malam,Sedang,Sedang,Kencang,Rendah
